Dia1,MID,32,84.40%,7,7.2,2,6.7,8.4,464,28
,,,,,,,,,,
Diagu,JUNGLE,7,0%,1.7,1.9,4,4.9,5,289,12.8
,,,,,,,,,,
Diamond,SUPPORT,22,77.30%,4.7,1.1,2.6,11.3,1.1,246,7.7
,,,,,,,,,,
Diamondprox,JUNGLE,14,50%,2.7,2.6,3.7,7.4,5.4,330,16.1
,,,,,,,,,,
DiggerWacks,TOP,16,37.50%,2.2,2.6,4.1,6.4,5.8,320,18.2
,,,,,,,,,,
Dimonko,SUPPORT,14,28.60%,2.6,0.8,3.6,8.6,0.9,221,9.9
,,,,,,,,,,
Dimonko,ADC,1,0%,0.1,1,7,0,4.7,267,12.5
,,,,,,,,,,
Diplex,MID,17,29.40%,2.9,4.3,3.2,4.8,7.1,366,25.6
,,,,,,,,,,
Disave,ADC,8,37.50%,2.7,3.4,3,4.8,8.1,385,27.5
,,,,,,,,,,
Divkid,ADC,45,51.10%,3.9,5,2.5,5,9.6,448,29.8
,,,,,,,,,,
Django,TOP,20,25%,1.8,3,4.5,4.8,7.6,367,20.9
,,,,,,,,,,
Django,MID,1,0%,1.2,1,6,6,4.5,255,11.8
,,,,,,,,,,
Djoko,JUNGLE,14,14.30%,2.3,2.1,3.4,5.7,5,303,15.4
,,,,,,,,,,
Dk,JUNGLE,8,37.50%,2.6,2.4,3,5.5,5.3,323,17
,,,,,,,,,,
Do1u1u,SUPPORT,4,0%,1.7,0.5,2.8,4.3,1.1,202,8.7
,,,,,,,,,,
DoeDoii,JUNGLE,19,31.60%,2.1,1.6,3.6,6.1,5.1,305,12.6
,,,,,,,,,,
Doil,JUNGLE,1,0%,1.8,0,4,7,4.2,252,6.1
,,,,,,,,,,
Doinb,MID,33,69.70%,5.6,4.3,2,6.9,8.4,425,30.2
,,,,,,,,,,
DonArts,JUNGLE,20,55%,2.9,2.1,3,6.7,5.3,321,13.6
,,,,,,,,,,
Doran,TOP,40,67.50%,3.4,2,2.2,5.5,8.3,381,19.4
,,,,,,,,,,
Doss,SUPPORT,18,61.10%,3.4,0.8,3.1,9.8,1.1,237,8.4
,,,,,,,,,,
DoubleAiM,JUNGLE,11,27.30%,2.4,4,3.9,5.5,5.5,332,18.3
,,,,,,,,,,
Doublelift,ADC,15,33.30%,3.3,3,1.9,3.1,10.1,433,26.4
,,,,,,,,,,
Dove,MID,36,41.70%,3.3,2.2,1.8,3.9,8.4,375,25.9
,,,,,,,,,,
Doxy,TOP,18,61.10%,4.6,2.6,1.9,6.4,7.1,361,21.5
,,,,,,,,,,
DrMatt,ADC,9,33.30%,4.9,3.9,1.8,4.8,7.7,373,23.6
,,,,,,,,,,
Dragku,TOP,18,33.30%,2,2.3,3.2,4.1,7.2,355,22.7
,,,,,,,,,,
Dread,JUNGLE,13,30.80%,2.1,1.3,2.8,4.8,4.8,286,11.2
,,,,,,,,,,
Dread,MID,21,61.90%,5.9,4.6,1.8,6.1,8.9,433,27
,,,,,,,,,,
DreamS,SUPPORT,18,33.30%,2.3,0.4,3.1,6.5,1,217,7
,,,,,,,,,,
DreamerAce,ADC,1,0%,0.8,0,5,4,4.8,239,4.6
,,,,,,,,,,
DreamerAce,SUPPORT,23,65.20%,4.8,0.6,2.3,10.4,0.7,233,7.9
,,,,,,,,,,
Dreedy,TOP,21,61.90%,3.9,4.7,2.3,4.4,8.4,431,23
,,,,,,,,,,
Drop,ADC,23,52.20%,2.8,3.6,2.7,3.9,9.4,427,29.5
,,,,,,,,,,
Drop,SUPPORT,1,100%,16,4,1,12,1,280,28.3
,,,,,,,,,,
DuaLL,SUPPORT,18,38.90%,3.1,0.8,2.4,6.7,1.2,229,11.1
,,,,,,,,,,
Duan,ADC,4,75%,2.7,1.3,2.8,6.3,4.9,298,7.2
,,,,,,,,,,
Duan,SUPPORT,29,31%,2,0.7,3.7,6.6,1.2,227,8.2
,,,,,,,,,,
DudsTheBoy,ADC,7,28.60%,2.9,2.7,2.6,4.7,8.8,400,26.9
,,,,,,,,,,
Dumbledoge,SUPPORT,4,25%,1.6,0.8,3.5,5,1.2,223,8
,,,,,,,,,,
DyBer,JUNGLE,14,28.60%,2.2,1.7,3.6,6.1,4.7,290,13.6
,,,,,,,,,,
EMENES,MID,10,90%,6.2,5.1,1.9,6.6,9,460,33.2
,,,,,,,,,,
EasyLove,ADC,1,100%,4.3,6,3,7,9,448,22.8
,,,,,,,,,,
Eckas,JUNGLE,18,66.70%,5.7,4.1,2.2,8.3,5.6,350,18.6
,,,,,,,,,,
Edward,ADC,1,0%,1.7,1,3,4,5.3,271,9.6
,,,,,,,,,,
Edward,SUPPORT,13,53.80%,2.9,1.5,3.5,8.7,1,240,10.5
,,,,,,,,,,
Effort,SUPPORT,41,68.30%,3.6,0.8,2.2,7.3,1.1,232,6.2
,,,,,,,,,,
Effort,ADC,1,0%,4.5,3,2,6,5.1,305,8.6
,,,,,,,,,,
Eika,MID,19,42.10%,3.1,2.4,1.8,3.3,8.7,376,27.1
,,,,,,,,,,
EliWood,SUPPORT,15,40%,3.3,0.9,3.2,9.6,1.2,235,11.3
,,,,,,,,,,
Ellim,JUNGLE,9,66.70%,6.3,1.7,1.7,8.9,5.2,336,11.9
,,,,,,,,,,
Elramir,JUNGLE,15,46.70%,3.8,1.8,3.1,10.1,5.2,317,14
,,,,,,,,,,
Elyoya,JUNGLE,29,72.40%,5.3,2.8,1.9,7,5.7,337,14.7
,,,,,,,,,,
Emelg,SUPPORT,4,50%,4.9,1,2,8.8,1.3,237,8.3
,,,,,,,,,,
Emp,MID,14,14.30%,2.8,2.6,2.2,3.6,8.4,370,34.1
,,,,,,,,,,
Emperor,TOP,14,7.10%,1.6,2.7,3.2,2.4,7.1,345,23.7
,,,,,,,,,,
Emtest,SUPPORT,1,0%,11,4,1,7,2,291,22.5
,,,,,,,,,,
Emtest,ADC,14,50%,4.7,4.1,2.1,5.9,8.6,408,26.1
,,,,,,,,,,
Endz,ADC,19,73.70%,5.9,5.3,1.9,6.2,9,457,26.8
,,,,,,,,,,
Enjawve,SUPPORT,18,55.60%,3.3,1.1,3.4,10.2,0.9,239,10.1
,,,,,,,,,,
Enso,JUNGLE,24,50%,3.2,1.8,2.9,7.5,4.6,299,11.3
,,,,,,,,,,
Enty,ADC,2,100%,8,0,1,8,5,296,7.1
,,,,,,,,,,
Enty,SUPPORT,17,58.80%,3.2,0.6,1.7,4.8,0.9,219,8
,,,,,,,,,,
Envy,MID,9,22.20%,2.8,3.8,2.7,3.6,7.7,365,22.3
,,,,,,,,,,
EnvyCarry,MID,24,62.50%,3.1,3.3,3,6,7,364,21.2
,,,,,,,,,,
Epic,JUNGLE,12,41.70%,3.2,2.8,2.6,5.5,5.3,322,14.6
,,,,,,,,,,
Eradan,TOP,6,0%,0.9,1.2,5.8,3.8,6.9,331,23.5
,,,,,,,,,,
Erdote,ADC,5,80%,8.3,1.2,1.2,8.8,5.8,328,9.5
,,,,,,,,,,
Erdote,SUPPORT,21,81%,5,0.6,2,9.7,1,237,7.6
,,,,,,,,,,
Eren,MID,19,63.20%,3,3.9,3.4,6.2,7.6,389,25.7
,,,,,,,,,,
Eric,MID,1,100%,1.5,3,4,3,6.6,371,16.3
,,,,,,,,,,
Eric,TOP,2,0%,0.5,1,5,1.5,6.4,307,21.3
,,,,,,,,,,
Evi,TOP,19,73.70%,4.4,4.1,2.1,4.9,7.7,404,28.4
,,,,,,,,,,
Evolved,MID,25,56%,3.2,3.3,2.6,5,8.4,388,27.7
,,,,,,,,,,
Evrot,MID,6,66.70%,5,4.5,2,5.5,7.5,379,23.1
,,,,,,,,,,
Execute,SUPPORT,2,0%,1.1,1,4,3.5,0.9,198,8.6
,,,,,,,,,,
Exosen,ADC,18,33.30%,2.4,4.2,3.5,4.2,8.9,411,27.2
,,,,,,,,,,
Exosen,SUPPORT,1,0%,2.3,2,4,7,2.6,291,22.7
,,,,,,,,,,
Expect,TOP,18,38.90%,2.1,2,3.2,4.7,7.6,371,21.7
,,,,,,,,,,
Eyla,SUPPORT,23,56.50%,4.8,0.5,2.2,9.8,0.9,231,9.8
,,,,,,,,,,
Eyla,ADC,2,100%,12.5,0.5,1,12,6.9,342,13.6
,,,,,,,,,,
F4rg,TOP,18,55.60%,2.5,2.4,3.2,5.7,7.1,358,23.5
,,,,,,,,,,
FATE,MID,4,0%,2.6,2.3,3,5.5,8.5,376,24.9
,,,,,,,,,,
FBI,ADC,22,40.90%,3.1,2.1,1.8,3.3,9.4,406,30.9
,,,,,,,,,,
FORG1VEN,ADC,6,0%,1.8,1.5,2.8,3.5,9.5,397,22.8
,,,,,,,,,,
FakeGod,TOP,21,42.90%,3.4,2,2,4.8,7.9,375,22.1
,,,,,,,,,,
Faker,MID,42,66.70%,5.4,2.8,1.5,5.1,8.9,399,26.8
,,,,,,,,,,
Fallen Angel,JUNGLE,7,42.90%,4.2,3.3,2.9,8.7,5.7,353,16.8
,,,,,,,,,,
Fanatiik,JUNGLE,18,38.90%,2.8,2.2,2.9,5.8,4.8,300,13.3
,,,,,,,,,,
Farfetch,ADC,1,100%,5.5,2,2,9,4.6,309,18
,,,,,,,,,,
Farfetch,SUPPORT,7,100%,4.3,0.7,2.1,8.4,1,238,6.3
,,,,,,,,,,
Fastlegged,SUPPORT,4,100%,10.3,1.3,1,9,0.8,243,8.2
,,,,,,,,,,
Febiven,MID,22,50%,3.3,3.3,2.1,3.7,8.5,395,27.3
,,,,,,,,,,
FeeNiixZ,MID,26,42.30%,2.1,1.6,2.3,3.4,8.7,370,20.9
,,,,,,,,,,
Feitan,SUPPORT,14,14.30%,1.4,0.9,4.4,5.2,1.4,231,7.3
,,,,,,,,,,
Feiz,ADC,6,50%,7.8,3.3,0.8,3.2,9.5,427,24.5
,,,,,,,,,,
FeniX,SUPPORT,1,0%,0.7,1,3,1,1.5,247,20
,,,,,,,,,,
FeniX,ADC,21,61.90%,6.1,4.9,2,7,8.4,410,32.9
,,,,,,,,,,
Ferret,JUNGLE,15,53.30%,4.6,3.2,2.4,7.8,4.8,312,15.4
,,,,,,,,,,
Fill,ADC,1,0%,1,1,3,2,5.4,260,5.2
,,,,,,,,,,
Fill,SUPPORT,17,23.50%,1.9,0.9,3.3,5.2,1.1,222,7.7
,,,,,,,,,,
Finn,TOP,26,50%,2.3,2,2.6,4,7.5,363,23.1
,,,,,,,,,,
FireRain,MID,2,100%,11,2,1,9,8.5,382,19.9
,,,,,,,,,,
Fitz,TOP,7,57.10%,3.1,2.4,2.7,6,7.5,375,21.2
,,,,,,,,,,
Flakked,ADC,28,64.30%,4.8,4,2,5.8,8.8,415,23.4
,,,,,,,,,,
Flakked,SUPPORT,2,0%,3.1,4,3.5,7,2.3,285,21.8
,,,,,,,,,,
Flandre,TOP,33,36.40%,2.2,2.3,3.4,5,7.9,376,22.7
,,,,,,,,,,
Flawless,JUNGLE,40,40%,2.5,2.1,3,5.6,5.1,308,12.2
,,,,,,,,,,
Fly,MID,33,39.40%,2.8,2.1,2.5,5.1,7.3,341,21.4
,,,,,,,,,,
FoFo,MID,40,45%,4.6,3.4,1.9,5.2,8.2,383,29.6
,,,,,,,,,,
Focus,ADC,14,42.90%,2.4,3,2.8,3.7,9,406,27.5
,,,,,,,,,,
Forge,MID,31,54.80%,3.4,3.8,2.7,5.3,8.3,398,27.5
,,,,,,,,,,
Forsaken,SUPPORT,8,50%,2.7,0.4,3.6,9.3,1,229,6.2
,,,,,,,,,,
Four,JUNGLE,15,93.30%,5.7,3.3,2.2,9.2,5.4,348,16.8
,,,,,,,,,,
Fr0zen,TOP,22,63.60%,4.2,2.6,2.2,6.6,7.4,375,22.2
,,,,,,,,,,
Fragas,JUNGLE,18,22.20%,1.7,1.3,3.6,4.6,4.9,291,14.6
,,,,,,,,,,
Freeze,ADC,20,55%,4.8,3.8,2.1,6,9.1,431,25.1
,,,,,,,,,,
Freeze,SUPPORT,1,100%,-,7,0,7,5,463,25.9
,,,,,,,,,,
Freshx,JUNGLE,1,0%,1.3,2,4,3,3.5,253,10.1
,,,,,,,,,,
Fresskowy,MID,14,21.40%,3.1,2.4,2.3,4.6,7.7,355,23.4
,,,,,,,,,,
Froggen,MID,20,45%,4.8,2.7,1.5,4.5,8.5,377,30.3
,,,,,,,,,,
Froggy,ADC,1,0%,1.8,1,4,6,7.2,334,26.6
,,,,,,,,,,
Froggy,MID,12,33.30%,2.3,2.6,3.6,5.5,6.8,342,22.6
,,,,,,,,,,
Frozen,MID,14,42.90%,3.4,3.4,2.2,4.2,7.8,366,33
,,,,,,,,,,
Fudge,TOP,22,77.30%,5.7,3.1,2,8.3,7,373,20.4
,,,,,,,,,,
Furyy,JUNGLE,14,28.60%,1.8,1.6,4.1,5.5,4.5,282,12.7
,,,,,,,,,,
G4,MID,20,35%,1.9,2.4,4.3,5.8,7.6,362,26.7
,,,,,,,,,,
GALA,SUPPORT,1,0%,1,0,2,2,2,239,35.1
,,,,,,,,,,
GALA,ADC,30,40%,3.7,3,2.2,5.2,9.4,419,30.2
,,,,,,,,,,
Gabbo,TOP,19,73.70%,5,4.3,1.9,5.4,7.3,395,22.7
,,,,,,,,,,
Gabbo,MID,4,75%,12.6,9,1.3,6.8,8.3,479,33.3
,,,,,,,,,,
Gadget,SUPPORT,3,100%,9.7,5,2,14.3,1.5,364,29.3
,,,,,,,,,,
Gadget,ADC,12,83.30%,5.4,3.5,1.8,5.9,8.7,434,23.1
,,,,,,,,,,
Gaeng,SUPPORT,19,73.70%,6.3,1,1.5,8.3,1.2,241,7.5
,,,,,,,,,,
Gagai,ADC,8,50%,4.5,4.1,2.3,6,9.2,429,27.2
,,,,,,,,,,
Gango,SUPPORT,2,50%,3.8,0.5,2.5,9,3.2,284,32.5
,,,,,,,,,,
Gango,ADC,23,43.50%,3.9,4.3,2.5,5.3,9.1,425,31.1
,,,,,,,,,,
Ganknam,JUNGLE,2,0%,1.2,1,4.5,4.5,4.6,261,11.6
,,,,,,,,,,
Garden,ADC,5,40%,3.3,3,2.4,4.8,9.9,424,26.1
,,,,,,,,,,
Gariaru,MID,16,31.30%,3.1,1.8,2.2,5.1,8.2,366,26.2
,,,,,,,,,,
Garo,ADC,15,53.30%,4.2,4.3,2.2,4.9,8.6,418,28.8
,,,,,,,,,,
Gate,SUPPORT,18,38.90%,2.8,0.9,2.9,7.2,1,229,7.6
,,,,,,,,,,
Gavotto,ADC,2,0%,1.2,1.5,2.5,1.5,7.9,348,24.1
,,,,,,,,,,
Gemini,JUNGLE,21,85.70%,5.6,3.1,1.8,6.7,5.2,338,12.2
,,,,,,,,,,
Gengar,JUNGLE,6,0%,0.9,0.2,2.8,2.5,4.5,260,15.6
,,,,,,,,,,
Genthix,SUPPORT,14,78.60%,5.8,0.6,1.4,7.4,1.2,239,6.3
,,,,,,,,,,
GentlemanHero,TOP,14,7.10%,0.9,2.9,5.9,2.7,8.3,378,29.3
,,,,,,,,,,
Getback,MID,21,33.30%,2.9,2.9,2.2,3.6,7.6,356,24.8
,,,,,,,,,,
Ghost,ADC,11,54.50%,4,5.5,2.3,3.5,10.2,461,31.3
,,,,,,,,,,
Ghost,SUPPORT,3,100%,12.3,2,1,10.3,3.8,338,14.5
,,,,,,,,,,
Gilius,JUNGLE,23,56.50%,3.5,2,2.7,7.5,5.2,316,15.1
,,,,,,,,,,
GimGoon,TOP,20,80%,5.1,2.6,1.6,5.3,7.4,368,18.4
,,,,,,,,,,
Giyuu,MID,11,81.80%,3.5,4.2,3.3,7.3,8.3,413,29.5
,,,,,,,,,,
Glebo,TOP,16,43.80%,2.8,2.3,2.6,5.1,7.1,361,21.6
,,,,,,,,,,
Glowcore,TOP,5,20%,1.2,0.6,3.4,3.4,5.9,290,16.4
,,,,,,,,,,
Glowing,MID,15,20%,3.1,3.4,2.1,3.1,8.6,387,24.4
,,,,,,,,,,
Godux,TOP,6,0%,0.8,2.3,5.5,2,7.5,350,16.7
,,,,,,,,,,
Goku,MID,15,66.70%,3.7,4.9,3,6.2,7.5,396,25.3
,,,,,,,,,,
GoldenGod,SUPPORT,1,0%,3,5,5,10,2.8,344,29.4
,,,,,,,,,,
GoldenGod,ADC,17,23.50%,1.6,2.1,3.7,3.6,7.5,348,23.4
,,,,,,,,,,
Goldenglue,MID,22,40.90%,2.2,2.2,2.6,3.5,8,366,27.4
,,,,,,,,,,
Goose,SUPPORT,4,100%,17.3,2.5,0.8,10.5,1.8,294,19.6
,,,,,,,,,,
Goose,ADC,5,60%,5.4,4.6,2.2,7.2,9,434,22.5
,,,,,,,,,,
Gorica,ADC,18,44.40%,3.4,3.1,2.3,4.8,8.8,403,22.8
,,,,,,,,,,
GorillA,SUPPORT,32,37.50%,3,0.5,2.3,6.4,0.8,215,8
,,,,,,,,,,
GorillA,ADC,2,100%,-,0,0,8,5.7,309,8.2
,,,,,,,,,,
Gotzy,ADC,19,63.20%,6.8,5.1,1.8,7.1,8.9,437,28
,,,,,,,,,,
Gotzy,SUPPORT,1,0%,0.4,1,5,1,2.6,248,20.7
,,,,,,,,,,
Greenfire,JUNGLE,18,22.20%,1.5,1.3,4.7,5.8,4.8,295,13.6
,,,,,,,,,,
Grell,JUNGLE,15,73.30%,4,3.1,2.9,8.7,5.6,343,17.3
,,,,,,,,,,
Grendel,SUPPORT,23,43.50%,2.4,0.8,3.5,7.5,1.1,225,8.5
,,,,,,,,,,
Grendel,ADC,2,50%,7,0,1,7,6.4,320,7.5
,,,,,,,,,,
Grig,JUNGLE,22,40.90%,2.5,1.2,2.9,5.8,4.8,287,12.6
,,,,,,,,,,
GuGer,SUPPORT,6,50%,2.2,0.7,2.8,5.7,1.4,243,9.8
,,,,,,,,,,
Guilty,ADC,12,75%,6.2,4.3,1.8,6.6,9.1,428,24.8
,,,,,,,,,,
Guubi,ADC,11,45.50%,2.9,3.9,3.3,5.5,8.9,418,26.8
,,,,,,,,,,
Guubi,MID,5,40%,2.6,4.8,3.8,5,8.3,399,29.5
,,,,,,,,,,
H3,ADC,1,0%,1.7,2,3,3,5.5,282,14.3
,,,,,,,,,,
H3,SUPPORT,16,43.80%,1.9,0.3,3,5.6,1.1,221,6.6
,,,,,,,,,,
H4cker,JUNGLE,33,48.50%,3.5,1.7,2.2,5.9,5.6,326,12.3
,,,,,,,,,,
HONOR,SUPPORT,17,41.20%,2.7,1,3.5,8.6,1,235,10.6
,,,,,,,,,,
Hades,SUPPORT,1,100%,9,3,1,6,1.3,320,14.2
,,,,,,,,,,
Hades,ADC,4,25%,2.8,2.8,3.3,6.5,7.8,380,23.6
,,,,,,,,,,
Hadess,JUNGLE,9,77.80%,5.2,2.3,2,8.1,5.1,321,12.3
,,,,,,,,,,
Haeri,MID,25,60%,4.5,3.9,2,5.2,8.8,409,24.6
,,,,,,,,,,
Hakuho,SUPPORT,19,42.10%,2.9,0.5,2.1,5.5,1,217,7.4
,,,,,,,,,,
Hamez,ADC,1,0%,4,3,2,5,5.9,326,9.3
,,,,,,,,,,
Hamez,SUPPORT,18,33.30%,3.2,0.6,2.8,8.4,1.2,226,8.3
,,,,,,,,,,
Hana,JUNGLE,17,41.20%,2.9,2.3,2.7,5.6,5.3,319,16.5
,,,,,,,,,,
Hanabi,TOP,25,72%,4.6,2.4,1.8,6,8.3,389,25.7
,,,,,,,,,,
Hanabii,SUPPORT,2,50%,1.7,1,3.5,5,1.1,220,6.1
,,,,,,,,,,
Hang,SUPPORT,21,47.60%,3,0.6,3.1,8.9,1.1,231,7.4
,,,,,,,,,,
Hang,ADC,3,33.30%,2.2,1.3,3.3,6,4.7,287,11
,,,,,,,,,,
Hani,TOP,18,61.10%,3,1.8,2.8,6.6,6.7,344,18.2
,,,,,,,,,,
Hani,MID,5,40%,2.6,1.6,2.8,5.8,7.2,330,19.6
,,,,,,,,,,
Haninger,ADC,14,42.90%,2.9,3.8,2.9,4.6,8.4,391,29.4
,,,,,,,,,,
Hans sama,SUPPORT,2,100%,10,2.5,1,7.5,2.3,295,23.6
,,,,,,,,,,
Hans sama,ADC,24,45.80%,3.5,2.8,1.9,4,9.7,423,28.2
,,,,,,,,,,
Hantera,SUPPORT,14,42.90%,3.1,0.8,2.8,7.8,1,228,10.2
,,,,,,,,,,
Hard,JUNGLE,18,44.40%,2.8,2.1,2.8,5.8,4.9,301,12.7
,,,,,,,,,,
Hardy,JUNGLE,10,10%,1.7,0.8,4.3,6.3,4.8,280,11.6
,,,,,,,,,,
Haro,JUNGLE,20,45%,3.6,4.8,3,6.2,5.5,337,18.1
,,,,,,,,,,
Haru,JUNGLE,43,39.50%,2.7,2,2.7,5.3,5.7,321,14
,,,,,,,,,,
Hasmed,TOP,23,47.80%,2.1,4.5,4,3.9,7.9,396,28.2
,,,,,,,,,,
Hatrixx,MID,30,60%,4,5.2,2.5,4.9,9,427,30.4
,,,,,,,,,,
Hauntzer,TOP,22,40.90%,2,2,2.5,3,8.2,370,24.7
,,,,,,,,,,
Hauz,MID,6,66.70%,4.7,4.5,2,4.8,8.1,412,28.7
,,,,,,,,,,
Hawk,SUPPORT,6,83.30%,5.8,1.2,1.7,8.5,1.2,248,9.3
,,,,,,,,,,
Hena,ADC,1,0%,2,3,3,3,10.4,429,43.2
,,,,,,,,,,
Heroic,MID,11,36.40%,3.5,5.6,3.9,8.1,7.6,397,27.5
,,,,,,,,,,
HiRit,TOP,15,86.70%,3.9,4.3,2.3,4.9,8.7,431,28.5
,,,,,,,,,,
Hidan,TOP,6,66.70%,2.4,2.3,3.3,5.5,7.1,357,18.7
,,,,,,,,,,
Hide,ADC,15,26.70%,2.2,2.5,2.9,3.9,9,390,28.6
,,,,,,,,,,
Hide,SUPPORT,1,100%,9,1,1,8,2.1,271,19.3
,,,,,,,,,,
Hidon,JUNGLE,6,33.30%,3.7,3.7,3.5,9.2,4.9,323,11.2
,,,,,,,,,,
Hieu3,ADC,3,66.70%,3.3,4,3.3,7,8.1,413,23.2
,,,,,,,,,,
Hinn,ADC,5,40%,2.8,1.2,3.2,7.8,5.2,298,12.4
,,,,,,,,,,
Hinn,SUPPORT,12,41.70%,2.4,0.4,3.3,7.5,1.2,229,7.3
,,,,,,,,,,
Hinu,TOP,5,40%,1.9,1.6,3.4,4.8,7.4,351,22.6
,,,,,,,,,,
Hjarnaan,SUPPORT,3,66.70%,4.8,3,1.7,5,2.1,315,22.7
,,,,,,,,,,
Hjarnaan,ADC,33,57.60%,4.8,4.4,2.2,6.1,9.3,438,28.3
,,,,,,,,,,
Hoglet,JUNGLE,16,31.30%,2.5,2.4,2.8,4.6,4.7,294,15.6
,,,,,,,,,,
Hoit,SUPPORT,13,38.50%,2.7,0.5,2.2,5.4,1.1,225,9.2
,,,,,,,,,,
Holder,TOP,13,38.50%,2.9,2.3,3.5,8.1,6.4,333,20.5
,,,,,,,,,,
Hollow,ADC,2,100%,23,6,0.5,5.5,9.5,447,31.4
,,,,,,,,,,
Holo,JUNGLE,19,36.80%,2.7,1.7,2.6,5.3,4.6,287,12.2
,,,,,,,,,,
Holyphoenix,SUPPORT,1,100%,3.3,3,3,7,1,289,18.2
,,,,,,,,,,
Holyphoenix,ADC,14,78.60%,8.1,4.4,1.4,6.6,9,431,28
,,,,,,,,,,
Homeless,JUNGLE,2,0%,1.7,3,3.5,3,4.5,307,17.3
,,,,,,,,,,
Homi,SUPPORT,18,33.30%,4,0.6,2.2,8.2,1.1,225,9.7
,,,,,,,,,,
Honey,ADC,14,28.60%,3,1.9,2,4.1,10.1,414,30.5
,,,,,,,,,,
Hope,JUNGLE,14,28.60%,1.7,2.3,5.4,6.9,4.5,296,13.6
,,,,,,,,,,
Hope,ADC,34,58.80%,8.3,4.8,1.2,5.2,9.4,438,29.3
,,,,,,,,,,
Hope,TOP,3,33.30%,1.4,0.7,3.7,4.3,6.9,325,22.2
,,,,,,,,,,
Hoya,TOP,7,0%,1,1.6,3,1.3,7.3,321,22.8
,,,,,,,,,,
Huhi,SUPPORT,22,45.50%,2.7,0.9,2.9,7,1,232,9.2
,,,,,,,,,,
Humanoid,MID,26,53.80%,2.6,3.2,3.3,5.5,8.6,402,26.5
,,,,,,,,,,
HungryPanda,SUPPORT,6,50%,3,0.7,3.3,9.2,1.1,236,6.4
,,,,,,,,,,
Huni,TOP,20,45%,2,1.4,2.8,4.1,7.8,365,23.7
,,,,,,,,,,
Husky Rider,ADC,11,36.40%,3.2,3.3,3,6.3,7.8,376,24.4
,,,,,,,,,,
HustlinBeasT,SUPPORT,25,72%,3.9,1,2.9,10.2,1.2,251,8.3
,,,,,,,,,,
HyBrid,ADC,34,44.10%,4,5,2.1,3.4,10.1,452,33.2
,,,,,,,,,,
Hylissang,SUPPORT,19,78.90%,3.5,1.1,2.9,9.4,1,252,8.3
,,,,,,,,,,
Hylissang,ADC,5,80%,2.4,0.6,2.8,6.2,7.3,361,12.3
,,,,,,,,,,
Hylissang,TOP,1,0%,1.1,3,9,7,5.7,326,11
,,,,,,,,,,
Hyoga,JUNGLE,6,83.30%,5.1,1.5,2,8.7,5.5,330,10.7
,,,,,,,,,,
IDK,SUPPORT,5,40%,3.7,0.4,2.2,7.8,1,234,12.3
,,,,,,,,,,
Ian,MID,4,0%,1.2,1.5,2.5,1.5,9.1,374,28.2
,,,,,,,,,,
IceBox,TOP,14,14.30%,1.1,1.2,3.7,3,8.1,372,21.6
,,,,,,,,,,
IceBreaker,TOP,6,50%,3.6,4.7,3.7,8.5,8.2,438,29.9
,,,,,,,,,,
IgNar,ADC,1,100%,10,3,1,7,5.9,351,13.4
,,,,,,,,,,
IgNar,SUPPORT,30,53.30%,4.3,0.6,1.9,7.6,1.1,225,8.4
,,,,,,,,,,
Ikssu,TOP,40,40%,2.2,1.9,3.2,5,6.8,332,22.9
,,,,,,,,,,
Impact,TOP,18,38.90%,2.8,1.9,1.9,3.4,7.2,352,25.7
,,,,,,,,,,
Innaxe,ADC,27,66.70%,6.8,3.8,1.4,6,8.8,420,25
,,,,,,,,,,
Inori,JUNGLE,22,77.30%,4.1,3.3,3.1,9.5,4.7,329,13.6
,,,,,,,,,,
Inoue,ADC,5,0%,1.5,1.8,3.4,3.2,8.3,352,26.3
,,,,,,,,,,
Insanity,MID,18,38.90%,2.7,2.7,2.8,4.9,7.2,347,29.7
,,,,,,,,,,
Inspired,JUNGLE,26,50%,3.1,1.5,2.3,5.8,4.8,300,12.6
,,,,,,,,,,
Invoker,SUPPORT,5,20%,1.1,0.6,4.8,4.8,1.2,211,8.1
,,,,,,,,,,
Irove,SUPPORT,40,32.50%,2,0.4,2.8,5.3,1,210,7.8
,,,,,,,,,,
Irove,ADC,2,0%,3,0,1,3,6.3,292,7.8
,,,,,,,,,,
Isles,ADC,1,100%,15,2,1,13,6.1,369,13.6
,,,,,,,,,,
Isles,SUPPORT,24,83.30%,7.4,1.2,1.5,10.2,0.9,260,11.1
,,,,,,,,,,
ItsCortez,JUNGLE,15,26.70%,2.9,2.2,3.5,8,4.9,303,12.4
,,,,,,,,,,
Jaacoolb,SUPPORT,2,50%,1.8,1,4,6,1.3,226,7.9
,,,,,,,,,,
JackPoT,TOP,6,83.30%,2.1,4.3,3.3,2.7,7.5,394,25.8
,,,,,,,,,,
JackeyLove,ADC,2,100%,2.7,3.5,5.5,11.5,8.6,446,23.2
,,,,,,,,,,
Jaguar,ADC,5,80%,4.1,4.6,2.4,5.2,9.8,459,29.3
,,,,,,,,,,
JamesPeke,ADC,1,0%,2,1,3,5,0.6,228,12.9
,,,,,,,,,,
Jankos,JUNGLE,27,74.10%,4.9,4.6,2.7,8.4,5.2,353,15.4
,,,,,,,,,,
Japone,SUPPORT,13,53.80%,4,0.3,2.5,9.8,1.4,242,6.7
,,,,,,,,,,
Japone,ADC,2,100%,19,1.5,0.5,8,6,349,6.8
,,,,,,,,,,
